dteday,cnt_orders,cnt_products,casual,registered,cnt_sales
2011-01-03,157,1349,120,1229,1349
2011-01-03,157,1349,120,1229,1349
2011-01-03,110,1349,120,1229,1349
2011-01-03,52,1349,120,1229,1349
2011-01-03,52,1349,120,1229,1349
2011-01-03,20,1349,120,1229,1349
2011-01-03,12,1349,120,1229,1349
2011-01-04,5,1562,108,1454,1562
2011-01-04,2,1562,108,1454,1562
2011-01-04,1,1562,108,1454,1562
2011-01-04,2,1562,108,1454,1562
2011-01-04,4,1562,108,1454,1562
2011-01-04,36,1562,108,1454,1562
2011-01-04,94,1562,108,1454,1562
2011-01-04,179,1562,108,1454,1562
2011-01-04,100,1562,108,1454,1562
2011-01-04,42,1562,108,1454,1562
2011-01-04,57,1562,108,1454,1562
2011-01-04,78,1562,108,1454,1562
2011-01-04,97,1562,108,1454,1562
2011-01-04,63,1562,108,1454,1562
2011-01-04,65,1562,108,1454,1562
2011-01-04,83,1562,108,1454,1562
2011-01-04,212,1562,108,1454,1562
2011-01-04,182,1562,108,1454,1562
2011-01-04,112,1562,108,1454,1562
2011-01-04,54,1562,108,1454,1562
2011-01-04,48,1562,108,1454,1562
2011-01-04,35,1562,108,1454,1562
2011-01-04,11,1562,108,1454,1562
2011-01-05,6,1600,82,1518,1600
2011-01-05,6,1600,82,1518,1600
2011-01-05,2,1600,82,1518,1600
2011-01-05,2,1600,82,1518,1600
2011-01-05,3,1600,82,1518,1600
2011-01-05,33,1600,82,1518,1600
2011-01-05,88,1600,82,1518,1600
2011-01-05,195,1600,82,1518,1600
2011-01-05,115,1600,82,1518,1600
2011-01-05,57,1600,82,1518,1600
2011-01-05,46,1600,82,1518,1600
2011-01-05,79,1600,82,1518,1600
2011-01-05,71,1600,82,1518,1600
2011-01-05,62,1600,82,1518,1600
2011-01-05,62,1600,82,1518,1600
2011-01-05,89,1600,82,1518,1600
2011-01-05,190,1600,82,1518,1600
2011-01-05,169,1600,82,1518,1600
2011-01-05,132,1600,82,1518,1600
2011-01-05,89,1600,82,1518,1600
2011-01-05,43,1600,82,1518,1600
2011-01-05,42,1600,82,1518,1600
2011-01-05,19,1600,82,1518,1600
2011-01-06,11,1606,88,1518,1606
2011-01-06,4,1606,88,1518,1606
2011-01-06,2,1606,88,1518,1606
2011-01-06,1,1606,88,1518,1606
2011-01-06,4,1606,88,1518,1606
2011-01-06,36,1606,88,1518,1606
2011-01-06,95,1606,88,1518,1606
2011-01-06,219,1606,88,1518,1606
2011-01-06,122,1606,88,1518,1606
2011-01-06,45,1606,88,1518,1606
2011-01-06,59,1606,88,1518,1606
2011-01-06,84,1606,88,1518,1606
2011-01-06,67,1606,88,1518,1606
2011-01-06,70,1606,88,1518,1606
2011-01-06,62,1606,88,1518,1606
2011-01-06,86,1606,88,1518,1606
2011-01-06,172,1606,88,1518,1606
2011-01-06,163,1606,88,1518,1606
2011-01-06,112,1606,88,1518,1606
2011-01-06,69,1606,88,1518,1606
2011-01-06,48,1606,88,1518,1606
2011-01-06,52,1606,88,1518,1606
2011-01-06,23,1606,88,1518,1606
2011-01-07,17,1510,148,1362,1510
2011-01-07,7,1510,148,1362,1510
2011-01-07,1,1510,148,1362,1510
2011-01-07,1,1510,148,1362,1510
2011-01-07,5,1510,148,1362,1510
2011-01-07,34,1510,148,1362,1510
2011-01-07,84,1510,148,1362,1510
2011-01-07,210,1510,148,1362,1510
2011-01-07,134,1510,148,1362,1510
2011-01-07,63,1510,148,1362,1510
2011-01-07,67,1510,148,1362,1510
2011-01-07,59,1510,148,1362,1510
2011-01-07,73,1510,148,1362,1510
2011-01-07,50,1510,148,1362,1510
2011-01-07,72,1510,148,1362,1510
2011-01-07,87,1510,148,1362,1510
2011-01-07,187,1510,148,1362,1510
2011-01-07,123,1510,148,1362,1510
2011-01-07,95,1510,148,1362,1510
2011-01-07,51,1510,148,1362,1510
2011-01-07,39,1510,148,1362,1510
2011-01-07,36,1510,148,1362,1510
2011-01-07,15,1510,148,1362,1510
2011-01-08,25,959,68,891,959
2011-01-08,16,959,68,891,959
2011-01-08,16,959,68,891,959
2011-01-08,7,959,68,891,959
2011-01-08,1,959,68,891,959
2011-01-08,5,959,68,891,959
2011-01-08,2,959,68,891,959
2011-01-08,9,959,68,891,959
2011-01-08,15,959,68,891,959
2011-01-08,20,959,68,891,959
2011-01-08,61,959,68,891,959
2011-01-08,62,959,68,891,959
2011-01-08,98,959,68,891,959
2011-01-08,102,959,68,891,959
2011-01-08,95,959,68,891,959
2011-01-08,74,959,68,891,959
2011-01-08,76,959,68,891,959
2011-01-08,69,959,68,891,959
2011-01-08,55,959,68,891,959
2011-01-08,30,959,68,891,959
2011-01-08,28,959,68,891,959
2011-01-08,37,959,68,891,959
2011-01-08,34,959,68,891,959
2011-01-08,22,959,68,891,959
2011-01-09,25,822,54,768,822
2011-01-09,12,822,54,768,822
2011-01-09,11,822,54,768,822
2011-01-09,4,822,54,768,822
2011-01-09,1,822,54,768,822
2011-01-09,1,822,54,768,822
2011-01-09,1,822,54,768,822
2011-01-09,6,822,54,768,822
2011-01-09,10,822,54,768,822
2011-01-09,19,822,54,768,822
2011-01-09,49,822,54,768,822
2011-01-09,49,822,54,768,822
2011-01-09,83,822,54,768,822
2011-01-09,75,822,54,768,822
2011-01-09,72,822,54,768,822
2011-01-09,82,822,54,768,822
2011-01-09,92,822,54,768,822
2011-01-09,62,822,54,768,822
2011-01-09,48,822,54,768,822
2011-01-09,41,822,54,768,822
2011-01-09,38,822,54,768,822
2011-01-09,20,822,54,768,822
2011-01-09,15,822,54,768,822
2011-01-09,6,822,54,768,822
2011-01-10,5,1321,41,1280,1321
2011-01-10,1,1321,41,1280,1321
2011-01-10,3,1321,41,1280,1321
2011-01-10,1,1321,41,1280,1321
2011-01-10,3,1321,41,1280,1321
2011-01-10,3,1321,41,1280,1321
2011-01-10,31,1321,41,1280,1321
2011-01-10,77,1321,41,1280,1321
2011-01-10,188,1321,41,1280,1321
2011-01-10,94,1321,41,1280,1321
2011-01-10,31,1321,41,1280,1321
2011-01-10,30,1321,41,1280,1321
2011-01-10,52,1321,41,1280,1321
2011-01-10,54,1321,41,1280,1321
2011-01-10,47,1321,41,1280,1321
2011-01-10,45,1321,41,1280,1321
2011-01-10,74,1321,41,1280,1321
2011-01-10,178,1321,41,1280,1321
2011-01-10,155,1321,41,1280,1321
2011-01-10,95,1321,41,1280,1321
2011-01-10,74,1321,41,1280,1321
2011-01-10,38,1321,41,1280,1321
2011-01-10,24,1321,41,1280,1321
2011-01-10,18,1321,41,1280,1321
2011-01-11,12,1263,43,1220,1263
2011-01-11,3,1263,43,1220,1263
2011-01-11,3,1263,43,1220,1263
2011-01-11,6,1263,43,1220,1263
2011-01-11,27,1263,43,1220,1263
2011-01-11,99,1263,43,1220,1263
2011-01-11,217,1263,43,1220,1263
2011-01-11,130,1263,43,1220,1263
2011-01-11,54,1263,43,1220,1263
2011-01-11,35,1263,43,1220,1263
2011-01-11,57,1263,43,1220,1263
2011-01-11,52,1263,43,1220,1263
2011-01-11,63,1263,43,1220,1263
2011-01-11,47,1263,43,1220,1263
2011-01-11,76,1263,43,1220,1263
2011-01-11,136,1263,43,1220,1263
2011-01-11,95,1263,43,1220,1263
2011-01-11,51,1263,43,1220,1263
2011-01-11,32,1263,43,1220,1263
2011-01-11,20,1263,43,1220,1263
2011-01-11,29,1263,43,1220,1263
2011-01-11,19,1263,43,1220,1263
2011-01-12,7,1162,25,1137,1162
2011-01-12,6,1162,25,1137,1162
2011-01-12,1,1162,25,1137,1162
2011-01-12,5,1162,25,1137,1162
2011-01-12,16,1162,25,1137,1162
2011-01-12,54,1162,25,1137,1162
2011-01-12,128,1162,25,1137,1162
2011-01-12,81,1162,25,1137,1162
2011-01-12,39,1162,25,1137,1162
2011-01-12,35,1162,25,1137,1162
2011-01-12,55,1162,25,1137,1162
2011-01-12,49,1162,25,1137,1162
2011-01-12,44,1162,25,1137,1162
2011-01-12,49,1162,25,1137,1162
2011-01-12,68,1162,25,1137,1162
2011-01-12,139,1162,25,1137,1162
2011-01-12,137,1162,25,1137,1162
2011-01-12,83,1162,25,1137,1162
2011-01-12,56,1162,25,1137,1162
2011-01-12,57,1162,25,1137,1162
2011-01-12,33,1162,25,1137,1162
2011-01-12,20,1162,25,1137,1162
2011-01-13,7,1406,38,1368,1406
2011-01-13,2,1406,38,1368,1406
2011-01-13,2,1406,38,1368,1406
2011-01-13,3,1406,38,1368,1406
2011-01-13,4,1406,38,1368,1406
2011-01-13,3,1406,38,1368,1406
2011-01-13,28,1406,38,1368,1406
2011-01-13,72,1406,38,1368,1406
2011-01-13,202,1406,38,1368,1406
2011-01-13,139,1406,38,1368,1406
2011-01-13,38,1406,38,1368,1406
2011-01-13,37,1406,38,1368,1406
2011-01-13,52,1406,38,1368,1406
2011-01-13,83,1406,38,1368,1406
2011-01-13,42,1406,38,1368,1406
2011-01-13,60,1406,38,1368,1406
2011-01-13,78,1406,38,1368,1406
2011-01-13,162,1406,38,1368,1406
2011-01-13,144,1406,38,1368,1406
2011-01-13,99,1406,38,1368,1406
2011-01-13,64,1406,38,1368,1406
2011-01-13,40,1406,38,1368,1406
2011-01-13,30,1406,38,1368,1406
2011-01-13,15,1406,38,1368,1406
2011-01-14,14,1421,54,1367,1421
2011-01-14,5,1421,54,1367,1421
2011-01-14,1,1421,54,1367,1421
2011-01-14,1,1421,54,1367,1421
2011-01-14,8,1421,54,1367,1421
2011-01-14,17,1421,54,1367,1421
2011-01-14,70,1421,54,1367,1421
2011-01-14,158,1421,54,1367,1421
2011-01-14,117,1421,54,1367,1421
2011-01-14,44,1421,54,1367,1421
2011-01-14,53,1421,54,1367,1421
2011-01-14,61,1421,54,1367,1421
2011-01-14,77,1421,54,1367,1421
2011-01-14,64,1421,54,1367,1421
2011-01-14,68,1421,54,1367,1421
2011-01-14,90,1421,54,1367,1421
2011-01-14,159,1421,54,1367,1421
2011-01-14,139,1421,54,1367,1421
2011-01-14,92,1421,54,1367,1421
2011-01-14,68,1421,54,1367,1421
2011-01-14,52,1421,54,1367,1421
2011-01-14,36,1421,54,1367,1421
2011-01-14,27,1421,54,1367,1421
2011-01-15,28,1248,222,1026,1248
2011-01-15,20,1248,222,1026,1248
2011-01-15,12,1248,222,1026,1248
2011-01-15,8,1248,222,1026,1248
2011-01-15,5,1248,222,1026,1248
2011-01-15,1,1248,222,1026,1248
2011-01-15,3,1248,222,1026,1248
2011-01-15,10,1248,222,1026,1248
2011-01-15,23,1248,222,1026,1248
2011-01-15,33,1248,222,1026,1248
2011-01-15,59,1248,222,1026,1248
2011-01-15,72,1248,222,1026,1248
2011-01-15,89,1248,222,1026,1248
2011-01-15,101,1248,222,1026,1248
2011-01-15,118,1248,222,1026,1248
2011-01-15,129,1248,222,1026,1248
2011-01-15,128,1248,222,1026,1248
2011-01-15,83,1248,222,1026,1248
2011-01-15,84,1248,222,1026,1248
2011-01-15,74,1248,222,1026,1248
2011-01-15,41,1248,222,1026,1248
2011-01-15,57,1248,222,1026,1248
2011-01-15,26,1248,222,1026,1248
2011-01-15,44,1248,222,1026,1248
2011-01-16,39,1204,251,953,1204
2011-01-16,23,1204,251,953,1204
2011-01-16,16,1204,251,953,1204
2011-01-16,15,1204,251,953,1204
2011-01-16,1,1204,251,953,1204
2011-01-16,2,1204,251,953,1204
2011-01-16,1,1204,251,953,1204
2011-01-16,3,1204,251,953,1204
2011-01-16,18,1204,251,953,1204
2011-01-16,32,1204,251,953,1204
2011-01-16,79,1204,251,953,1204
2011-01-16,93,1204,251,953,1204
2011-01-16,104,1204,251,953,1204
2011-01-16,118,1204,251,953,1204
2011-01-16,91,1204,251,953,1204
2011-01-16,113,1204,251,953,1204
2011-01-16,99,1204,251,953,1204
2011-01-16,105,1204,251,953,1204
2011-01-16,67,1204,251,953,1204
2011-01-16,61,1204,251,953,1204
2011-01-16,57,1204,251,953,1204
2011-01-16,28,1204,251,953,1204
2011-01-16,21,1204,251,953,1204
2011-01-16,18,1204,251,953,1204
2011-01-17,17,1000,117,883,1000
2011-01-17,16,1000,117,883,1000
2011-01-17,8,1000,117,883,1000
2011-01-17,2,1000,117,883,1000
2011-01-17,3,1000,117,883,1000
2011-01-17,1,1000,117,883,1000
2011-01-17,5,1000,117,883,1000
2011-01-17,13,1000,117,883,1000
2011-01-17,33,1000,117,883,1000
2011-01-17,47,1000,117,883,1000
2011-01-17,57,1000,117,883,1000
2011-01-17,64,1000,117,883,1000
2011-01-17,80,1000,117,883,1000
2011-01-17,93,1000,117,883,1000
2011-01-17,86,1000,117,883,1000
2011-01-17,93,1000,117,883,1000
2011-01-17,82,1000,117,883,1000
2011-01-17,71,1000,117,883,1000
2011-01-17,92,1000,117,883,1000
2011-01-17,60,1000,117,883,1000
2011-01-17,33,1000,117,883,1000
2011-01-17,27,1000,117,883,1000
2011-01-17,13,1000,117,883,1000
2011-01-17,4,1000,117,883,1000
2011-01-18,3,683,9,674,683
2011-01-18,22,683,9,674,683
2011-01-18,28,683,9,674,683
2011-01-18,35,683,9,674,683
2011-01-18,61,683,9,674,683
2011-01-18,125,683,9,674,683
2011-01-18,133,683,9,674,683
2011-01-18,99,683,9,674,683
2011-01-18,83,683,9,674,683
2011-01-18,41,683,9,674,683
2011-01-18,33,683,9,674,683
2011-01-18,20,683,9,674,683
2011-01-19,3,1650,78,1572,1650
2011-01-19,7,1650,78,1572,1650
2011-01-19,3,1650,78,1572,1650
2011-01-19,2,1650,78,1572,1650
2011-01-19,7,1650,78,1572,1650
2011-01-19,32,1650,78,1572,1650
2011-01-19,90,1650,78,1572,1650
2011-01-19,197,1650,78,1572,1650
2011-01-19,109,1650,78,1572,1650
2011-01-19,47,1650,78,1572,1650
2011-01-19,52,1650,78,1572,1650
2011-01-19,70,1650,78,1572,1650
2011-01-19,78,1650,78,1572,1650
2011-01-19,75,1650,78,1572,1650
2011-01-19,82,1650,78,1572,1650
2011-01-19,104,1650,78,1572,1650
2011-01-19,197,1650,78,1572,1650
2011-01-19,161,1650,78,1572,1650
2011-01-19,112,1650,78,1572,1650
2011-01-19,76,1650,78,1572,1650
2011-01-19,59,1650,78,1572,1650
2011-01-19,59,1650,78,1572,1650
2011-01-19,28,1650,78,1572,1650
2011-01-20,13,1927,83,1844,1927
2011-01-20,5,1927,83,1844,1927
2011-01-20,2,1927,83,1844,1927
2011-01-20,1,1927,83,1844,1927
2011-01-20,1,1927,83,1844,1927
2011-01-20,6,1927,83,1844,1927
2011-01-20,35,1927,83,1844,1927
2011-01-20,101,1927,83,1844,1927
2011-01-20,249,1927,83,1844,1927
2011-01-20,143,1927,83,1844,1927
2011-01-20,57,1927,83,1844,1927
2011-01-20,68,1927,83,1844,1927
2011-01-20,84,1927,83,1844,1927
2011-01-20,98,1927,83,1844,1927
2011-01-20,81,1927,83,1844,1927
2011-01-20,70,1927,83,1844,1927
2011-01-20,91,1927,83,1844,1927
2011-01-20,215,1927,83,1844,1927
2011-01-20,185,1927,83,1844,1927
2011-01-20,152,1927,83,1844,1927
2011-01-20,126,1927,83,1844,1927
2011-01-20,57,1927,83,1844,1927
2011-01-20,56,1927,83,1844,1927
2011-01-20,31,1927,83,1844,1927
2011-01-21,21,1543,75,1468,1543
2011-01-21,6,1543,75,1468,1543
2011-01-21,2,1543,75,1468,1543
2011-01-21,1,1543,75,1468,1543
2011-01-21,1,1543,75,1468,1543
2011-01-21,5,1543,75,1468,1543
2011-01-21,27,1543,75,1468,1543
2011-01-21,68,1543,75,1468,1543
2011-01-21,217,1543,75,1468,1543
2011-01-21,166,1543,75,1468,1543
2011-01-21,63,1543,75,1468,1543
2011-01-21,59,1543,75,1468,1543
2011-01-21,78,1543,75,1468,1543
2011-01-21,73,1543,75,1468,1543
2011-01-21,62,1543,75,1468,1543
2011-01-21,65,1543,75,1468,1543
2011-01-21,97,1543,75,1468,1543
2011-01-21,161,1543,75,1468,1543
2011-01-21,120,1543,75,1468,1543
2011-01-21,96,1543,75,1468,1543
2011-01-21,53,1543,75,1468,1543
2011-01-21,41,1543,75,1468,1543
2011-01-21,34,1543,75,1468,1543
2011-01-21,27,1543,75,1468,1543
2011-01-22,13,981,93,888,981
2011-01-22,12,981,93,888,981
2011-01-22,11,981,93,888,981
2011-01-22,7,981,93,888,981
2011-01-22,3,981,93,888,981
2011-01-22,2,981,93,888,981
2011-01-22,8,981,93,888,981
2011-01-22,27,981,93,888,981
2011-01-22,40,981,93,888,981
2011-01-22,53,981,93,888,981
2011-01-22,63,981,93,888,981
2011-01-22,70,981,93,888,981
2011-01-22,84,981,93,888,981
2011-01-22,75,981,93,888,981
2011-01-22,103,981,93,888,981
2011-01-22,83,981,93,888,981
2011-01-22,67,981,93,888,981
2011-01-22,54,981,93,888,981
2011-01-22,59,981,93,888,981
2011-01-22,45,981,93,888,981
2011-01-22,39,981,93,888,981
2011-01-22,30,981,93,888,981
2011-01-22,33,981,93,888,981
2011-01-23,22,986,150,836,986
2011-01-23,13,986,150,836,986
2011-01-23,18,986,150,836,986
2011-01-23,5,986,150,836,986
2011-01-23,3,986,150,836,986
2011-01-23,1,986,150,836,986
2011-01-23,2,986,150,836,986
2011-01-23,19,986,150,836,986
2011-01-23,28,986,150,836,986
2011-01-23,58,986,150,836,986
2011-01-23,99,986,150,836,986
2011-01-23,116,986,150,836,986
2011-01-23,87,986,150,836,986
2011-01-23,110,986,150,836,986
2011-01-23,77,986,150,836,986
2011-01-23,65,986,150,836,986
2011-01-23,55,986,150,836,986
2011-01-23,49,986,150,836,986
2011-01-23,50,986,150,836,986
2011-01-23,35,986,150,836,986
2011-01-23,25,986,150,836,986
2011-01-23,28,986,150,836,986
2011-01-23,21,986,150,836,986
2011-01-24,7,1416,86,1330,1416
2011-01-24,1,1416,86,1330,1416
2011-01-24,1,1416,86,1330,1416
2011-01-24,1,1416,86,1330,1416
2011-01-24,5,1416,86,1330,1416
2011-01-24,15,1416,86,1330,1416
2011-01-24,84,1416,86,1330,1416
2011-01-24,177,1416,86,1330,1416
2011-01-24,102,1416,86,1330,1416
2011-01-24,40,1416,86,1330,1416
2011-01-24,46,1416,86,1330,1416
2011-01-24,63,1416,86,1330,1416
2011-01-24,60,1416,86,1330,1416
2011-01-24,45,1416,86,1330,1416
2011-01-24,57,1416,86,1330,1416
2011-01-24,70,1416,86,1330,1416
2011-01-24,184,1416,86,1330,1416
2011-01-24,153,1416,86,1330,1416
2011-01-24,106,1416,86,1330,1416
2011-01-24,81,1416,86,1330,1416
2011-01-24,59,1416,86,1330,1416
2011-01-24,35,1416,86,1330,1416
2011-01-24,24,1416,86,1330,1416
2011-01-25,9,1985,186,1799,1985
2011-01-25,5,1985,186,1799,1985
2011-01-25,2,1985,186,1799,1985
2011-01-25,1,1985,186,1799,1985
2011-01-25,9,1985,186,1799,1985
2011-01-25,36,1985,186,1799,1985
2011-01-25,108,1985,186,1799,1985
2011-01-25,238,1985,186,1799,1985
2011-01-25,144,1985,186,1799,1985
2011-01-25,55,1985,186,1799,1985
2011-01-25,61,1985,186,1799,1985
2011-01-25,106,1985,186,1799,1985
2011-01-25,93,1985,186,1799,1985
2011-01-25,68,1985,186,1799,1985
2011-01-25,84,1985,186,1799,1985
2011-01-25,116,1985,186,1799,1985
2011-01-25,222,1985,186,1799,1985
2011-01-25,225,1985,186,1799,1985
2011-01-25,146,1985,186,1799,1985
2011-01-25,119,1985,186,1799,1985
2011-01-25,45,1985,186,1799,1985
2011-01-25,53,1985,186,1799,1985
2011-01-25,40,1985,186,1799,1985
2011-01-26,17,506,34,472,506
2011-01-26,5,506,34,472,506
2011-01-26,10,506,34,472,506
2011-01-26,1,506,34,472,506
2011-01-26,8,506,34,472,506
2011-01-26,30,506,34,472,506
2011-01-26,72,506,34,472,506
2011-01-26,58,506,34,472,506
2011-01-26,28,506,34,472,506
2011-01-26,41,506,34,472,506
2011-01-26,48,506,34,472,506
2011-01-26,47,506,34,472,506
2011-01-26,36,506,34,472,506
2011-01-26,43,506,34,472,506
2011-01-26,36,506,34,472,506
2011-01-26,26,506,34,472,506
2011-01-27,24,431,15,416,431
2011-01-27,84,431,15,416,431
2011-01-27,104,431,15,416,431
2011-01-27,79,431,15,416,431
2011-01-27,59,431,15,416,431
2011-01-27,38,431,15,416,431
2011-01-27,27,431,15,416,431
2011-01-27,16,431,15,416,431
2011-01-28,9,1167,38,1129,1167
2011-01-28,3,1167,38,1129,1167
2011-01-28,2,1167,38,1129,1167
2011-01-28,1,1167,38,1129,1167
2011-01-28,4,1167,38,1129,1167
2011-01-28,16,1167,38,1129,1167
2011-01-28,60,1167,38,1129,1167
2011-01-28,157,1167,38,1129,1167
2011-01-28,101,1167,38,1129,1167
2011-01-28,49,1167,38,1129,1167
2011-01-28,30,1167,38,1129,1167
2011-01-28,29,1167,38,1129,1167
2011-01-28,31,1167,38,1129,1167
2011-01-28,38,1167,38,1129,1167
2011-01-28,41,1167,38,1129,1167
2011-01-28,80,1167,38,1129,1167
2011-01-28,149,1167,38,1129,1167
2011-01-28,109,1167,38,1129,1167
2011-01-28,89,1167,38,1129,1167
2011-01-28,62,1167,38,1129,1167
2011-01-28,58,1167,38,1129,1167
2011-01-28,26,1167,38,1129,1167
2011-01-28,23,1167,38,1129,1167
2011-01-29,28,1098,123,975,1098
2011-01-29,20,1098,123,975,1098
2011-01-29,15,1098,123,975,1098
2011-01-29,8,1098,123,975,1098
2011-01-29,3,1098,123,975,1098
2011-01-29,2,1098,123,975,1098
2011-01-29,5,1098,123,975,1098
2011-01-29,34,1098,123,975,1098
2011-01-29,34,1098,123,975,1098
2011-01-29,55,1098,123,975,1098
2011-01-29,64,1098,123,975,1098
2011-01-29,78,1098,123,975,1098
2011-01-29,65,1098,123,975,1098
2011-01-29,99,1098,123,975,1098
2011-01-29,120,1098,123,975,1098
2011-01-29,107,1098,123,975,1098
2011-01-29,91,1098,123,975,1098
2011-01-29,68,1098,123,975,1098
2011-01-29,58,1098,123,975,1098
2011-01-29,43,1098,123,975,1098
2011-01-29,36,1098,123,975,1098
2011-01-29,32,1098,123,975,1098
2011-01-29,33,1098,123,975,1098
2011-01-30,33,1096,140,956,1096
2011-01-30,29,1096,140,956,1096
2011-01-30,11,1096,140,956,1096
2011-01-30,8,1096,140,956,1096
2011-01-30,1,1096,140,956,1096
2011-01-30,3,1096,140,956,1096
2011-01-30,3,1096,140,956,1096
2011-01-30,12,1096,140,956,1096
2011-01-30,38,1096,140,956,1096
2011-01-30,64,1096,140,956,1096
2011-01-30,59,1096,140,956,1096
2011-01-30,97,1096,140,956,1096
2011-01-30,84,1096,140,956,1096
2011-01-30,122,1096,140,956,1096
2011-01-30,109,1096,140,956,1096
2011-01-30,123,1096,140,956,1096
2011-01-30,77,1096,140,956,1096
2011-01-30,65,1096,140,956,1096
2011-01-30,55,1096,140,956,1096
2011-01-30,33,1096,140,956,1096
2011-01-30,28,1096,140,956,1096
2011-01-30,21,1096,140,956,1096
2011-01-30,21,1096,140,956,1096
2011-01-31,7,1501,42,1459,1501
2011-01-31,7,1501,42,1459,1501
2011-01-31,1,1501,42,1459,1501
2011-01-31,2,1501,42,1459,1501
2011-01-31,2,1501,42,1459,1501
2011-01-31,8,1501,42,1459,1501
2011-01-31,37,1501,42,1459,1501
2011-01-31,72,1501,42,1459,1501
2011-01-31,185,1501,42,1459,1501
2011-01-31,112,1501,42,1459,1501
2011-01-31,69,1501,42,1459,1501
2011-01-31,48,1501,42,1459,1501
2011-01-31,68,1501,42,1459,1501
2011-01-31,54,1501,42,1459,1501
2011-01-31,86,1501,42,1459,1501
2011-01-31,44,1501,42,1459,1501
2011-01-31,86,1501,42,1459,1501
2011-01-31,161,1501,42,1459,1501
2011-01-31,156,1501,42,1459,1501
2011-01-31,111,1501,42,1459,1501
2011-01-31,78,1501,42,1459,1501
2011-01-31,56,1501,42,1459,1501
2011-01-31,34,1501,42,1459,1501
2011-01-31,17,1501,42,1459,1501
2011-02-01,8,1360,47,1313,1360
2011-02-01,3,1360,47,1313,1360
2011-02-01,2,1360,47,1313,1360
2011-02-01,2,1360,47,1313,1360
2011-02-01,3,1360,47,1313,1360
2011-02-01,22,1360,47,1313,1360
2011-02-01,52,1360,47,1313,1360
2011-02-01,135,1360,47,1313,1360
2011-02-01,116,1360,47,1313,1360
2011-02-01,47,1360,47,1313,1360
2011-02-01,51,1360,47,1313,1360
2011-02-01,55,1360,47,1313,1360
2011-02-01,52,1360,47,1313,1360
2011-02-01,54,1360,47,1313,1360
2011-02-01,52,1360,47,1313,1360
2011-02-01,64,1360,47,1313,1360
2011-02-01,176,1360,47,1313,1360
2011-02-01,168,1360,47,1313,1360
2011-02-01,108,1360,47,1313,1360
2011-02-01,74,1360,47,1313,1360
2011-02-01,64,1360,47,1313,1360
2011-02-01,36,1360,47,1313,1360
2011-02-01,16,1360,47,1313,1360
2011-02-02,2,1526,72,1454,1526
2011-02-02,3,1526,72,1454,1526
2011-02-02,4,1526,72,1454,1526
2011-02-02,1,1526,72,1454,1526
2011-02-02,1,1526,72,1454,1526
2011-02-02,3,1526,72,1454,1526
2011-02-02,18,1526,72,1454,1526
2011-02-02,49,1526,72,1454,1526
2011-02-02,155,1526,72,1454,1526
2011-02-02,123,1526,72,1454,1526
2011-02-02,61,1526,72,1454,1526
2011-02-02,52,1526,72,1454,1526
2011-02-02,64,1526,72,1454,1526
2011-02-02,75,1526,72,1454,1526
2011-02-02,63,1526,72,1454,1526
2011-02-02,76,1526,72,1454,1526
2011-02-02,103,1526,72,1454,1526
